 2.5000 2.8333 3.0000 4.0000 4.0000 4.0000
 2.0473 1.7180 1.9556 1.0000 1.0000 1.0000
 2.6667 2.5000 3.0000 3.0000 4.0000 3.5000
 2.1109 2.1454 2.0968 1.5000 2.0000 2.0435
 1.7723 1.9221 1.8459 3.3425 2.8524 3.5000
 2.5088 2.6118 2.9962 4.0000 3.5299 3.5000
 2.8333 2.8333 2.8333 2.5000 4.0000 4.0000
 3.1667 3.5000 3.6667 4.0000 3.5000 4.0000
 2.3333 2.5000 2.5000 2.5000 2.0000 3.0000
 2.3954 2.8333 2.8333 4.0000 4.0000 4.0000
 2.5705 2.6736 2.7449 2.0000 3.0000 2.8810
 2.5000 2.5000 2.5000 4.0000 3.5000 4.0000
 2.6055 2.5974 2.6573 3.0000 3.5000 3.1882
 3.3333 3.0000 3.1667 3.0000 2.5000 4.0000
 3.2736 3.5296 3.3915 2.5000 2.7946 2.9031
 2.7588 2.8899 2.6438 3.0666 3.5000 3.0000
 2.5000 2.1667 2.1667 2.5000 2.0000 2.0000
 2.5000 2.8333 2.6667 3.5000 2.5000 4.0000
 2.6667 2.5000 2.8333 2.0000 2.5000 3.0000
 1.8906 2.2543 2.2234 3.0540 3.0000 3.1064
 3.0000 2.8333 2.8333 3.5000 3.0000 3.0000
 3.5985 3.4721 3.3559 3.0000 2.0000 3.5000
 2.3132 2.4194 2.3662 3.4721 3.3839 3.5000
 2.1667 2.3333 2.0000 3.0000 4.0000 3.5000
 2.5000 2.6667 2.8333 2.5000 3.0000 3.5000
 2.0000 2.5000 2.5826 2.0000 2.0000 2.5000
 3.4450 3.5432 3.7125 3.5000 3.5000 3.0357
 2.6667 2.6667 2.6667 4.0000 3.0000 3.5000
 3.5000 3.5000 4.0000 4.0000 2.0000 3.0000
 1.8333 2.3333 2.7823 3.0000 2.0000 2.5000
 1.6667 1.6667 1.6667 2.0000 2.0000 2.5000
 2.3326 2.5000 2.0000 3.2387 1.0000 2.5000
 2.5000 2.3333 2.5000 3.0000 2.5000 3.0000
 1.0000 1.0000 1.0000 1.0000 2.1215 1.0000
 1.8333 2.1667 1.8333 1.5000 2.0000 2.5000
 3.1667 3.0000 3.0000 3.0000 3.0000 3.5000
 2.8333 3.1667 2.8333 4.0000 3.5000 4.0000
 1.6667 2.3333 1.6667 3.5000 2.0000 2.5000
 2.6986 2.9321 2.8628 4.0000 4.0000 4.0772
 1.5000 1.6667 2.0000 2.0000 3.0000 2.5000
 2.1386 1.9702 1.6108 2.5000 2.9236 2.5000
 1.8333 1.3333 1.3333 3.0586 1.0000 2.0000
 3.3333 3.1667 3.0000 4.0000 3.5000 4.0000
 4.0000 4.0000 4.0000 4.0000 4.0000 4.0000
 3.0000 2.6667 2.4033 2.5000 1.7882 4.0000
 2.3333 2.1667 1.8333 4.0000 3.5000 3.5000
 2.3333 2.0000 2.1667 2.5000 2.5000 3.0000
 2.9206 3.0057 3.1725 2.6341 3.5000 2.5000
 2.6667 3.0000 2.8333 4.0000 4.0000 4.0000
 1.8333 2.2269 2.3333 2.5000 3.0000 2.0000
 2.8333 3.0000 3.0000 4.0000 4.0000 4.0000
 2.8333 3.1667 3.5452 4.0000 4.0000 4.0000
 2.9691 2.6178 2.5620 2.0000 2.6495 2.5000
 2.1667 2.0000 2.0000 2.5000 2.0000 2.0000
 2.6667 2.8333 2.8333 3.5000 3.0000 3.0000
 2.6667 2.6667 2.8333 3.0000 3.0000 3.0000
 2.1985 2.4252 2.2103 2.3304 1.5000 2.3241
 2.1431 2.1412 2.2817 2.0000 2.5500 2.0000
 2.5286 2.4905 2.5099 2.9169 3.0225 2.7827
 2.8333 2.5000 2.8333 2.5000 3.5000 3.0000
 2.2328 2.3177 2.9109 2.0000 2.0000 2.2763
 2.5000 3.0000 2.6667 3.0000 4.0000 3.5000
 2.5000 2.6667 2.3333 2.5000 1.5000 2.5439
 2.3333 2.5000 2.5000 2.0000 2.0000 3.5000
 2.0000 2.3333 2.5000 2.0000 3.0000 2.5000
 2.1667 2.1667 1.8333 2.0000 3.0000 4.0000
 3.1667 3.5000 3.3333 4.0000 4.0000 3.5000
 2.3333 2.6667 2.1667 2.0000 2.5000 2.0000
 2.6667 3.1667 3.0000 3.1923 2.5000 2.0000
 2.5621 2.6206 2.1606 4.0000 3.0023 3.0000
 2.3333 2.5000 2.3333 1.5000 3.5000 3.0000
 2.0000 2.3333 2.1667 3.5000 3.0000 3.0000
 3.0000 2.8333 3.3333 4.0000 2.5000 3.5000
 2.5000 2.3333 2.5000 3.0000 3.0000 4.0000
 2.6667 2.1667 2.8333 2.5000 4.0000 2.5000
 2.3333 2.3333 2.1667 2.0000 3.0000 4.0000
 3.0000 3.1667 3.1667 2.5000 4.0000 4.0000
 2.3333 2.8333 2.5000 4.0000 3.5000 3.5000
 2.5000 2.3333 2.1667 2.0000 2.5000 2.0000
 2.5269 2.5000 2.3333 4.0000 3.5000 3.5000
 1.8582 2.0072 1.7902 2.0000 2.6680 3.0000
 1.8404 1.9258 1.7669 2.0000 2.5067 3.0000
 2.1667 2.6667 2.3333 3.0000 4.0000 3.5000
 3.0000 3.1667 3.3333 3.0000 2.0000 3.5000
 2.1583 2.5412 2.2579 4.0000 3.0596 3.0000
 2.4142 2.6828 2.7558 3.0094 3.5000 3.0000
 1.8333 2.3333 2.1667 2.5000 4.0000 2.5000
 1.8399 2.2545 1.7720 2.8905 1.5000 3.0000
 2.3908 2.6120 2.5207 2.6351 2.9278 3.1327
 2.6667 2.5000 2.6667 2.0000 2.5000 2.5000
 3.6667 3.1667 3.0000 1.0000 1.0000 3.0000
 3.6667 3.1667 3.0000 1.0000 1.0000 3.0000
 2.3952 2.4139 2.3318 3.0000 4.0000 2.5000
 2.6398 2.6384 2.7444 3.1695 3.0000 3.2608
 2.8333 2.8883 2.6484 3.1532 2.5000 4.0000
 2.1623 2.0000 2.0000 3.5000 3.5000 3.0000
 2.8333 3.1667 2.8333 2.5000 3.0000 4.0000
 1.6667 2.5000 2.3333 3.5000 4.0000 3.5000
 3.0000 3.1667 3.1667 4.0000 4.0000 4.0000
 2.8333 2.8333 2.8333 3.0000 3.0000 3.5000
 1.8333 2.1667 2.6667 4.0000 2.5000 3.0000
 2.8333 2.8333 2.8333 4.0000 2.5000 3.5000
 2.0000 2.0000 2.1667 4.0000 3.5000 4.0000
 3.1331 3.1166 3.3874 4.0000 4.0252 3.3170
 2.3333 3.0000 2.6667 3.5000 3.0000 4.0000
 2.8333 3.0000 3.1667 3.0000 4.0000 2.5000
 2.4644 2.8131 3.0008 4.0000 3.1149 3.0000
 2.1628 2.4015 1.8333 4.0000 3.0000 3.0000
 2.1667 2.5000 2.3333 4.0000 4.0000 4.0000
 2.1667 2.3333 2.6667 3.0000 2.0000 2.5000
 2.6667 2.6667 2.6667 3.5000 4.0000 3.5000
 2.1667 2.5000 2.1667 3.0000 2.0000 2.0000
 2.5000 2.6667 2.8333 3.0000 4.0000 4.0000
 2.4855 2.3333 2.1667 4.0000 4.0000 4.0000
 2.3333 3.0000 2.6667 4.0000 4.0000 4.0000
 2.8975 3.1667 2.3333 2.5000 2.0000 2.0000
 2.6958 2.9987 2.8041 3.3518 3.4375 3.4752
 2.4540 2.5069 2.5732 3.1126 3.0257 3.3023
 2.0762 2.5662 2.5424 2.0000 2.0000 2.5000
 2.1667 2.1667 2.1667 3.6195 3.0000 3.5000
 2.8333 2.2679 2.6667 4.0000 4.0000 4.0000
 1.5000 1.8333 1.6667 2.0000 2.0000 2.0000
 2.5000 2.3505 2.0000 1.5000 2.4436 2.8278
 2.6667 3.0000 3.1667 3.5000 2.0000 4.0000
 2.6667 2.5000 2.8333 3.0000 4.0000 4.0000
 3.1667 3.1667 3.1667 3.0000 4.0000 4.0000
 1.5000 1.1667 1.5000 4.0000 4.0000 4.0000
 3.5000 3.6667 3.8333 3.5000 4.0000 4.0000
 1.5940 1.8300 1.5401 2.0923 2.1991 2.0000
 1.7160 2.1667 2.2568 3.0000 2.5000 3.5000
 1.8333 1.5000 2.1667 3.0000 2.0000 2.0000
 2.5000 2.5000 2.5000 1.5000 2.0000 2.5000
 1.5000 2.1667 1.5000 3.0000 2.5000 3.0000
 1.8333 1.6667 1.8333 3.5000 2.5000 2.0000
 2.1667 2.0000 2.3796 4.0000 4.0000 4.0000
 2.1667 2.5000 2.6667 3.5000 4.0000 4.0000
 2.3333 2.5000 2.9019 4.0000 4.0000 4.0000
 2.3333 2.1978 1.8934 4.0000 4.0000 4.0000
 2.0000 2.0000 1.8333 3.5000 3.5000 4.0000
 2.1667 2.1667 2.3333 2.5000 1.0000 2.5000
 1.9575 2.4299 2.6724 3.3597 4.0000 4.0000
 2.3333 2.1667 2.3333 2.5000 4.0000 3.0000
 1.1667 1.5000 1.1667 3.5000 4.0000 3.5000
 2.5080 2.8333 2.6667 3.0000 3.0000 2.0000
 2.0000 2.1018 2.1667 2.0000 2.0000 1.5000
 2.1667 2.5000 2.1667 3.5000 4.0000 3.5000
 3.0000 3.1667 3.0000 4.0000 4.0000 4.0000
 2.8333 2.1667 2.6667 2.5000 2.5000 3.5000
 2.7950 3.1692 2.8063 3.0000 2.7141 3.0000
 3.8976 3.8333 4.0000 4.0000 4.0000 4.0000
 3.0000 3.5000 3.3333 3.0000 3.5000 1.5000
 3.0000 3.0000 3.1667 3.5000 3.5000 4.0000
 3.2791 3.3975 3.4795 3.9130 4.0000 3.5000
 3.1914 3.3943 3.7679 2.0000 2.0000 2.8044
 1.6667 1.8333 1.8333 2.0000 3.0000 2.0000
 2.3333 2.5000 2.3333 2.5000 2.0000 2.5000
 3.1667 3.5000 3.1667 4.0000 3.5000 4.0000
 3.1722 2.8524 3.2805 3.0000 3.0000 3.1661
 3.5000 3.5000 3.6667 4.0000 4.0000 4.0000
 2.3333 2.5000 2.6667 3.5000 4.0000 4.0000
 2.0000 2.2318 2.5000 2.0000 3.0000 2.1687
 2.1667 2.6667 2.5000 3.0000 3.5000 4.0000
 2.3333 2.0000 2.5000 2.0000 2.0000 2.5000
 2.5000 2.6667 2.3333 3.0000 3.0000 3.0000
 2.4876 3.0425 2.5539 2.5000 2.2237 2.8772
 2.5000 2.6667 2.8333 4.0000 2.0000 4.0000
 2.0000 1.6667 2.0000 2.5000 1.5000 2.0000
 2.8631 3.1502 3.1759 3.9503 4.0000 3.5602
 2.0000 2.5000 2.1667 2.0000 3.5000 2.5000
 2.0000 2.1667 2.0000 2.5000 1.5000 3.0000
 3.3333 2.8333 2.6667 4.0000 3.5000 4.0000
 1.9175 2.6838 2.0499 3.5505 4.0000 2.5000
 2.5000 2.6667 2.8333 3.0000 2.0000 2.5000
 1.5000 2.1667 2.5000 3.5000 4.0000 3.0000
 3.0000 3.0000 3.3333 2.5000 3.5000 2.5000
 1.8333 1.5000 2.1667 4.0000 4.0000 2.5000
 1.6667 2.3333 2.5729 1.5000 4.0000 4.0000
 1.3333 1.0000 1.0000 2.5000 2.5000 2.0000
 2.1667 2.6667 2.5000 2.5000 3.5000 2.5000
 2.3333 2.1667 2.1667 4.0000 4.0000 3.0000
 2.8333 3.0000 3.5000 4.0000 4.0000 4.0000
 2.5681 2.5000 3.0000 3.5000 3.0000 2.5000
 2.0523 2.0000 2.3333 3.0000 2.5000 2.5000
 1.9170 1.8147 2.0242 2.0000 3.0000 2.5139
 2.6667 2.6667 2.6667 3.0000 3.0000 3.0000
 3.0000 3.2413 2.5000 3.5000 4.0000 4.0000
 2.0000 2.3333 2.5335 4.0000 4.0000 4.0000
 1.8333 1.8493 1.8333 3.0000 2.5000 2.5000
 2.5000 2.8333 2.8333 4.0000 4.0000 3.0000
 2.5000 3.3097 3.3333 4.0000 4.0000 2.5000
 2.5000 2.8333 2.8333 4.0000 4.0000 4.0000
 1.3333 1.7517 1.5000 3.0000 2.5000 1.5000
 2.5000 2.8333 2.6667 4.0000 3.5000 3.0000
 2.3357 1.9835 1.5610 2.8976 3.0000 3.0000
 2.1667 2.1667 2.3946 2.5000 1.5000 2.0000
 2.8333 2.6667 2.8333 3.0000 3.0000 4.0000
 1.6667 2.0000 2.0000 1.0000 2.0000 2.0000
 2.0000 2.8161 2.5000 3.0000 4.0000 3.5000
 2.4380 2.4018 2.5214 3.0000 4.0000 3.2756
 1.8333 1.8333 2.3333 3.0000 3.0000 3.0000
 2.5000 2.8333 3.0000 4.0000 3.5000 4.0000
 2.8736 3.6320 3.4693 4.0000 3.5075 4.0000
 1.3774 1.0000 1.1667 3.5000 4.0000 3.0000
 1.8333 2.3333 2.6667 4.0000 3.0000 3.0000
 2.1667 3.1667 3.1667 3.5000 3.5000 4.0000
 3.0296 3.2186 2.8333 1.5000 3.3215 2.0000
 1.8071 2.6075 2.6526 2.5000 2.0000 2.7705
 2.8333 3.3333 2.8333 3.5000 4.0000 4.0000
 3.0000 3.0000 2.8333 3.5000 3.0000 3.0000
 2.6667 2.6667 2.3333 2.5000 3.0000 1.0000
 2.5000 3.0000 2.8333 2.5000 4.0000 4.0000
 2.5000 2.3333 2.5000 3.0000 2.5000 2.5000
 1.5000 1.5000 2.1667 4.0000 4.0000 4.0000
 2.5000 2.6667 3.0000 3.0000 3.0000 3.0000
 2.5056 2.8001 2.7037 3.4148 4.0000 3.0000
 2.5000 2.8333 2.1667 3.0000 1.0000 2.0000
 3.0000 3.5000 3.1667 3.0000 3.5000 4.0000
 2.8180 2.4170 2.4946 2.3326 2.5000 1.5000
 2.5000 2.5000 2.1667 3.5000 3.0000 3.5000
 3.0000 3.1667 3.8796 3.5000 4.0000 4.0000
 2.5000 2.7370 2.5000 4.0000 3.5000 4.0000
 1.8333 2.6667 2.6667 2.5000 2.0000 2.5000
 1.6667 2.1667 1.8333 2.0000 2.5000 2.0000
 3.5000 3.6667 3.5000 4.0000 4.0000 4.0000
 2.3333 2.5000 2.6667 3.5000 3.0000 3.0000
 2.8333 3.0000 3.1667 3.5000 4.0000 4.0000
 2.8441 3.0808 2.7418 4.0000 4.0000 3.7828
 3.0422 2.5292 2.9226 2.0000 2.0000 2.5000
 2.0000 1.8333 2.1667 2.0000 2.0000 2.5000
 2.3333 2.0000 2.1667 4.0000 2.0000 2.5000
 2.3333 2.1667 2.5000 3.0000 4.0000 4.0000
 2.8263 2.9544 3.0920 4.0000 3.5101 4.0000
 2.6667 3.1667 2.8333 4.0000 3.5000 4.0000
 2.6667 2.3333 2.5000 3.0000 2.0000 3.0000
 2.6667 2.1667 3.0000 3.5000 4.0000 4.0000
 2.1455 1.7550 2.3343 4.0000 1.0000 2.5199
 2.1667 2.6667 2.3333 2.5000 2.0000 3.0000
 2.0000 2.1667 3.0000 3.0000 4.0000 4.0000
 2.5000 2.3333 2.3333 3.0000 3.0000 3.0000
 2.8333 2.5000 2.6667 4.0000 3.5000 3.0000
 2.1667 2.0000 2.3333 2.0000 2.0000 3.0000
 2.8333 2.8333 3.1667 4.0000 4.0000 4.0000
 3.1667 3.0000 3.1667 4.0000 1.0000 3.0000
 2.8333 2.8333 2.3333 3.0000 3.5000 3.0000
 3.3333 3.0000 3.4057 3.5000 4.0000 4.0000
 2.1722 2.4595 2.1697 2.5000 3.0000 3.5061
 2.0000 1.8333 2.1667 2.5000 3.5000 3.0000
 1.6667 1.6667 1.5000 4.0000 4.0000 4.0000
 3.1667 3.1667 3.1667 3.5000 3.5000 4.0000
 3.0000 3.1667 2.8333 4.0000 4.0000 4.0000
 3.5000 3.8333 3.5000 3.0000 4.0000 4.0000
 2.8333 3.0000 2.6667 4.0000 4.0000 4.0000
 2.8333 2.6667 2.1667 2.5000 4.0000 2.5000
 2.5000 2.8333 2.5000 4.0000 4.0000 3.5000
 1.8333 2.3333 2.3333 2.5000 1.0000 2.5000
 2.8333 2.6667 2.5000 3.0000 2.5000 4.0000
 2.0000 2.1667 2.5562 1.0000 2.5000 1.5000
 2.5000 2.3333 2.5000 3.0000 4.0000 3.0000
 2.8333 3.1667 2.6667 4.0000 2.0000 3.5000
 2.4773 2.7026 2.6504 3.7545 2.6236 3.4229
 2.7191 2.9390 2.8716 3.0368 3.5000 3.5000
 2.3333 2.6667 2.5000 2.0000 2.5000 3.5000
 1.3333 1.6945 2.1667 2.0000 1.0000 1.5000
 2.0000 2.3333 2.1667 2.5000 3.0000 3.0000
 2.0000 2.0000 2.3333 2.0000 2.5000 2.5000
 3.1579 3.2957 3.4874 3.0000 4.0000 3.6295
 3.0523 3.1667 3.0158 3.5000 4.0000 4.0000
 2.0000 3.0000 2.6667 4.0000 4.0000 3.5000
 2.3520 2.1013 2.1667 2.5000 2.5000 3.0000
 2.6667 2.5000 2.5000 3.5000 3.5000 4.0000
 3.3333 3.5000 3.6667 4.0000 4.0000 4.0000
 2.1667 2.0000 2.0000 2.0000 4.0000 3.0000
 2.3333 2.3333 2.3333 3.0000 3.0000 3.0000
 2.5000 2.0000 2.4027 3.5000 3.0000 2.5000
 2.1667 2.1667 2.1667 2.5000 2.0000 2.0000
 3.0148 2.6623 3.0605 4.0000 3.0000 4.0000
 1.8333 1.8333 2.0000 1.5000 2.5000 3.0000
 1.8333 1.8333 2.0000 3.5000 4.0000 3.0000
