"school" "on" "att" "read"
1 -0.69071992251028 -1.68131549270479 -0.497199151946657
1 -1.13800233293096 -1.02026035572653 -0.528824990637896
1 -1.22745881501509 1.42953221072231 1.19478321803461
2 0.203844898331071 -1.09803154831221 -1.93222158256161
2 -1.31691529709923 1.1184474403796 -1.69898102221373
3 0.203844898331071 0.14630753305863 0.447622778954099
3 -0.153981030005469 1.46841780701515 0.882478060958628
3 0.651127308751747 -1.91462907046182 0.443669549117691
4 -0.86963288667855 0.651820284865534 0.977355577032347
4 -1.13800233293096 0.76847707374405 -0.552544369656323
4 -0.959089368762686 -0.981374759433694 -1.58038412712158
5 0.651127308751747 1.15733303667244 1.31338011312676
6 -0.0645245479213339 1.07956184408676 -0.0623438699421249
6 -0.422350476257875 -0.670289989090984 0.273680666152284
6 -0.959089368762686 -1.05914595201937 -0.694860643766898
6 -1.7641977075199 -0.164777237284081 -0.481386232601037
7 2.26134398626618 0.885133862622566 -0.928101204114783
7 -0.511806958342009 -1.40911631865492 0.451576008790503
7 0.651127308751747 0.45739230340134 0.582032593391861
8 0.203844898331071 -1.33134512606924 -0.631608966384423
8 -0.0645245479213339 -1.75908668529047 0.107645013023281
9 1.72460509376137 0.0296507441801132 1.13548477048854
9 0.382757862499342 -0.748061181676662 -0.339069958490463
9 0.114388416246936 2.05170175140773 1.15920414950697
9 0.472214344583476 0.224078725644308 0.649237500610746
10 -0.86963288667855 -0.514747603919629 -0.734392942130947
10 -0.780176404594415 -1.25357393348357 0.704582718320411
10 -1.4958282612675 -0.592518796505306 -0.532778220474302
11 0.919496755004153 1.42953221072231 1.25408166558069
11 1.99297454001377 0.651820284865534 0.313212964516335
11 0.382757862499342 1.58507459589366 0.763881165866486
12 0.740583790835882 0.612934688572695 0.52273414584579
12 1.63514861167723 1.50730340330799 1.15525091967056
13 -0.33289399417374 0.14630753305863 0.155083771060142
13 0.0249319341628009 1.39064661442947 0.170896690405761
14 -2.03256715377231 -1.2924595297764 -1.36690971595572
15 -0.243437512089604 0.885133862622566 1.511041604947
15 -0.243437512089604 0.496277899694179 -0.698813873603303
15 0.561670826667612 1.66284578847934 0.526687375682193
15 0.114388416246936 1.15733303667244 0.368558182226
15 0.740583790835882 0.418506707108501 0.550406754700623
15 -1.40637177918336 -1.91462907046182 -1.68316810286811
15 -0.511806958342009 -0.903603566848017 0.443669549117692
15 -1.7641977075199 -0.631404392798145 0.621564891755912
16 -0.69071992251028 -0.359205218748274 -0.350929647999676
16 1.27732268334069 1.27398982555095 1.11967185114292
17 -0.0645245479213339 -0.242548429869758 0.585985823228269
18 1.5456921295931 0.45739230340134 -0.267911821435175
18 -0.243437512089604 -0.0870060446984026 -2.01128617928971
19 -0.511806958342009 0.612934688572695 0.265774206479474
19 -1.58528474335163 0.846248266329727 -1.04274486937052
20 1.09840971917242 0.418506707108501 -1.81757791730587
21 -1.31691529709923 -0.0092348521127254 -0.30349088996282
21 -0.33289399417374 -0.670289989090984 -0.145361696506627
21 -0.69071992251028 -1.05914595201937 -0.378602256854513
22 -1.13800233293096 0.262964321937146 -0.244192442416748
22 -0.780176404594415 -0.048120448405564 -0.943914123460403
22 -1.58528474335163 -0.748061181676662 0.336932343534765
23 0.651127308751747 1.58507459589366 0.427856629772072
23 -0.243437512089604 -0.631404392798145 0.170896690405761
23 -1.31691529709923 -1.4868875112406 -1.81757791730587
23 1.99297454001377 -0.436976411333951 -0.366742567345296
24 0.0249319341628009 -0.164777237284081 0.159037000896544
24 0.293301380415207 -1.87574347416899 -2.52125282818593
24 0.0249319341628009 -0.164777237284081 -0.928101204114785
25 -0.243437512089604 1.07956184408676 0.514827686172982
25 1.45623564750896 0.379621110815662 1.30152042361754
25 0.919496755004153 0.846248266329727 0.32507265402555
25 0.0249319341628009 1.23510422925811 1.66917079840319
25 -0.422350476257875 0.45739230340134 -0.592076668020373
26 -0.511806958342009 -0.125891640991241 0.977355577032347
26 0.114388416246936 0.535163495987017 0.680863339301985
26 1.18786620125656 -0.048120448405564 0.941776508504704
26 0.830040272920017 0.301849918229985 0.111598242859687
27 0.919496755004153 -0.942489163140855 0.186709609751377
27 0.651127308751747 0.690705881158372 1.37267856067283
27 -0.33289399417374 -1.40911631865492 0.210428988769808
27 2.79808287877099 -0.864717970555178 0.941776508504704
28 0.0249319341628009 -1.87574347416899 -0.908335054932759
28 0.830040272920017 -0.242548429869758 0.392277561244429
29 -0.69071992251028 0.0685363404729525 -2.38684301374817
29 -0.422350476257875 -1.52577310753344 -0.10582939814258
29 -0.243437512089604 -0.748061181676662 -2.46195438063986
29 0.651127308751747 1.39064661442947 -1.95198773174364
30 -0.422350476257875 -0.359205218748274 0.471342157972528
30 -1.13800233293096 -1.52577310753344 0.135317621878118
30 0.203844898331071 -1.02026035572653 -0.726486482458139
30 0.0249319341628009 1.35176101813663 -0.319303809308438
31 0.293301380415207 -0.631404392798145 -0.252098902089557
31 1.8140615758455 0.612934688572695 0.336932343534764
31 -1.85365418960404 -0.048120448405564 -0.303490889962819
32 -1.40637177918336 -0.398090815041113 -1.40248878448336
32 -1.04854585084682 -0.748061181676662 1.21454936721663
32 1.36677916542483 -0.436976411333951 -0.402321635872943
32 -1.4958282612675 -1.72020108899763 -1.39853555464696
33 0.830040272920017 0.885133862622566 1.37267856067283
33 -0.601263440426145 1.66284578847934 0.487155077318145
33 -0.601263440426145 1.31287542184379 0.918057129486271
34 -0.69071992251028 0.301849918229985 0.25391451697026
35 -2.12202363585644 -1.52577310753344 -0.398368406036536
35 0.740583790835882 1.27398982555095 0.609705202246698
36 -0.86963288667855 0.379621110815662 0.502967996663767
36 0.114388416246936 0.0296507441801132 1.00107495605078
36 -0.153981030005469 0.0296507441801132 -1.05855778871615
37 -0.959089368762686 1.89615936623637 0.506921226500172
37 0.382757862499342 0.14630753305863 -0.339069958490462
37 0.293301380415207 -1.56465870382628 -1.37481617562853
38 1.36677916542483 -1.40911631865492 -0.722533252621733
38 0.0249319341628009 1.50730340330799 1.01688787539639
38 0.382757862499342 -0.164777237284081 1.49127545576498
39 -0.33289399417374 -0.203662833576919 1.19478321803461
39 0.740583790835882 0.807362670036889 1.511041604947
39 0.740583790835882 1.50730340330799 1.11967185114292
40 0.651127308751747 0.651820284865534 0.364604952389595
40 1.36677916542483 -0.125891640991241 0.0325336461315888
40 -1.04854585084682 0.76847707374405 1.05642017376044
41 0.293301380415206 0.962905055208244 -2.0073329494533
41 -1.67474122543577 -1.9924002630475 -0.493245922110252
42 0.0249319341628009 -0.0092348521127254 1.11967185114292
42 0.0249319341628009 1.39064661442947 0.546453524864219
42 0.114388416246936 -0.553633200212468 -1.35900325628291
43 -0.511806958342009 0.107421936765791 1.0247943350692
43 -0.511806958342009 0.45739230340134 1.05642017376044
44 -0.601263440426145 1.07956184408676 -0.516965301128681
44 -0.243437512089604 -1.75908668529047 -1.87687636485194
44 -0.422350476257875 0.224078725644308 0.305306504843524
44 0.472214344583476 0.107421936765791 0.139270851714521
45 0.740583790835882 1.27398982555095 0.838992532758178
45 0.114388416246936 0.107421936765791 0.79946023439413
45 -0.422350476257875 -0.398090815041113 0.862711911776607
46 1.99297454001377 1.00179065150108 1.37267856067283
46 -0.422350476257875 0.612934688572695 0.151130541223733
46 0.203844898331071 -0.359205218748274 0.356698492716788
47 1.99297454001377 0.651820284865534 1.12362508097933
47 -1.13800233293096 -0.903603566848017 -2.14964922356388
47 -0.511806958342009 0.885133862622566 0.850852222267393
47 0.114388416246936 0.535163495987017 0.234148367788235
47 1.18786620125656 -0.048120448405564 1.0247943350692
48 0.651127308751747 0.496277899694179 0.700629488484006
48 0.293301380415207 0.496277899694179 0.84294576259458
48 0.203844898331071 1.6239601921865 1.49127545576498
49 -1.40637177918336 -1.17580274089789 -1.0190254903521
49 -0.69071992251028 0.224078725644308 -0.829270458204661
49 -0.601263440426145 -1.44800191494776 -0.362789337508892
50 1.90351805792964 0.224078725644308 1.31338011312676
50 -0.153981030005469 1.46841780701515 0.645284270774338
50 0.740583790835882 1.58507459589366 1.09595247212449
50 -1.22745881501509 -1.68131549270479 -1.18110791364469
51 -0.69071992251028 -1.02026035572653 -1.2680789700456
51 -0.86963288667855 -2.14794264821886 -2.0863975461814
51 0.203844898331071 -0.281434026162596 0.0720659444956402
51 0.740583790835882 -0.164777237284081 0.332979113698356
52 -0.601263440426145 -0.592518796505306 0.629471351428722
52 -0.422350476257875 -0.164777237284081 1.55057390331105
53 -0.511806958342009 0.690705881158372 0.937823278668297
53 -0.243437512089604 -1.13691714460505 -0.714626792948925
53 1.18786620125656 -0.281434026162596 1.23431551639866
54 -0.422350476257875 -0.0092348521127254 -1.96780065108925
54 2.26134398626618 -0.670289989090984 -1.61596319564922
54 0.203844898331071 0.885133862622566 -0.611842817202395
54 -0.422350476257875 0.651820284865534 1.41616408887328
54 0.203844898331071 -0.748061181676662 0.0760191743320439
55 0.382757862499342 0.418506707108501 0.00881426711316134
55 0.203844898331071 0.535163495987017 -0.0425777207600997
56 -0.511806958342009 0.45739230340134 -0.0465309505965044
56 1.09840971917242 1.6239601921865 1.31338011312676
56 -0.153981030005469 0.885133862622566 0.862711911776607
57 -0.33289399417374 -0.592518796505306 -1.1850611434811
57 -0.511806958342009 -0.164777237284081 0.941776508504704
57 0.114388416246936 1.07956184408676 0.194616069424187
58 -0.243437512089604 -0.748061181676662 0.688769798974794
58 -1.31691529709923 0.729591477451211 1.21850259705304
58 1.27732268334069 1.15733303667244 0.000907807440353441
59 0.203844898331071 1.15733303667244 -0.0346712610872899
59 0.830040272920017 0.76847707374405 0.0681127146592341
59 0.740583790835882 -1.44800191494776 -0.754159091312971
59 -2.03256715377231 -0.0092348521127254 -0.260005361762368
60 -1.58528474335163 0.224078725644308 -0.501152381783063
60 -0.422350476257875 0.962905055208244 0.475295387808933
61 -1.58528474335163 0.612934688572695 0.348792033043979
61 1.18786620125656 -0.981374759433694 0.269727436315879
61 -0.959089368762686 -0.709175585383823 -0.896475365423546
62 -1.22745881501509 -0.398090815041113 -2.38684301374817
62 -1.7641977075199 0.418506707108501 -2.48172052982188
62 0.293301380415207 -0.281434026162596 0.977355577032344
62 -0.959089368762686 -0.203662833576919 0.372511412062405
63 -0.86963288667855 1.23510422925811 0.779694085212104
63 -0.959089368762686 -1.02026035572653 -0.615796047038801
63 -0.69071992251028 -0.242548429869758 -1.95198773174364
63 0.203844898331071 1.15733303667244 0.827132843248964
63 -1.13800233293096 -0.47586200762679 0.277633895988692
64 0.293301380415207 -0.47586200762679 -0.766018780822186
64 2.08243102209791 1.04067624779392 0.811319923903341
64 -1.31691529709923 0.76847707374405 -1.88873605436116
65 0.651127308751747 0.224078725644308 1.19478321803461
65 1.36677916542483 -0.7869467779695 -1.33923710710089
65 0.114388416246936 -0.0870060446984026 -0.165127845688653
66 0.0249319341628009 1.00179065150108 0.922010359322679
66 -0.511806958342009 -1.56465870382628 -0.0267648014144834
66 1.5456921295931 1.66284578847934 1.04060725441482
67 1.00895323708829 1.23510422925811 -0.354882877836084
67 -1.22745881501509 1.00179065150108 -0.263958591598773
67 -0.511806958342009 0.807362670036889 -0.714626792948923
67 -0.243437512089604 1.15733303667244 0.206475758933404
68 0.561670826667612 0.885133862622566 0.408090480590051
68 -0.601263440426145 1.50730340330799 0.838992532758178
69 -0.33289399417374 -1.33134512606924 -1.41830170382898
69 1.18786620125656 1.00179065150108 -1.82943760681509
69 -0.69071992251028 -0.514747603919629 0.502967996663767
69 -0.0645245479213339 0.0296507441801132 0.127411162205307
70 -0.86963288667855 -1.05914595201937 -0.868802756568713
70 -1.58528474335163 -2.14794264821886 -1.71874717139575
71 0.561670826667612 -1.75908668529047 -1.85711021566992
71 1.45623564750896 -0.981374759433694 -1.80967145763306
71 -2.39039308210885 0.729591477451211 -0.959727042806021
71 -1.58528474335163 -1.40911631865492 1.49127545576498
71 0.651127308751747 -0.748061181676662 0.257867746806666
72 -0.780176404594415 1.00179065150108 0.147177311387331
72 0.0249319341628009 -0.553633200212468 -1.20087406282672
73 -0.959089368762686 -0.242548429869758 0.297400045170713
73 -0.959089368762686 -0.0092348521127254 -0.169081075525057
73 0.203844898331071 0.651820284865534 0.530640605518598
73 -1.58528474335163 -0.631404392798145 -1.16529499429907
74 -0.33289399417374 0.340735514522823 0.957589427850323
74 -0.601263440426145 0.574049092279856 1.57429328232948
74 0.203844898331071 1.04067624779392 0.977355577032344
75 1.27732268334069 0.612934688572695 -0.983446421824453
75 -1.40637177918336 -1.2924595297764 -0.845083377550282
75 -1.40637177918336 -1.9924002630475 -1.30365803857324
76 -0.33289399417374 -0.0870060446984026 -0.299537660126415
76 0.472214344583476 0.107421936765791 0.313212964516335
76 -0.33289399417374 -0.281434026162596 -1.92826835272521
77 0.830040272920017 -0.436976411333951 -0.208613373889106
77 -0.33289399417374 2.05170175140773 0.0720659444956387
78 -0.780176404594415 -1.09803154831221 -0.335116728654057
79 -0.511806958342009 0.14630753305863 0.13136439204171
79 -0.86963288667855 -2.03128585934034 -0.959727042806023
80 0.0249319341628009 0.962905055208244 0.530640605518601
80 1.00895323708829 -0.0870060446984026 -0.0228115715780755
80 1.45623564750896 2.05170175140773 1.511041604947
81 -0.69071992251028 -0.709175585383823 0.289493585497906
81 1.72460509376137 -0.398090815041113 -0.833223688041069
82 -1.7641977075199 -0.359205218748274 -0.639515426057229
82 -0.33289399417374 -0.514747603919629 -0.0860632489605538
83 0.0249319341628009 0.0685363404729525 0.589939053064674
83 1.36677916542483 -1.37023072236208 -2.24452673963759
84 -0.243437512089604 0.729591477451211 0.550406754700623
84 0.293301380415207 -1.87574347416899 -1.02693195002491
84 2.26134398626618 0.846248266329727 0.182756379914976
85 0.0249319341628009 1.00179065150108 0.645284270774341
85 -0.780176404594415 -0.514747603919629 -0.125595547324603
85 1.45623564750896 -0.0092348521127254 1.17897029868899
85 0.472214344583476 -0.203662833576919 1.55057390331105
86 0.0249319341628009 1.8183881736507 1.00107495605078
86 -0.153981030005469 0.535163495987017 1.00107495605078
86 0.919496755004153 1.39064661442947 0.838992532758178
86 0.740583790835882 -0.631404392798145 0.423903399935667
86 -0.0645245479213339 1.15733303667244 0.957589427850323
87 0.472214344583476 -0.748061181676662 0.582032593391861
87 -0.0645245479213339 -1.2924595297764 -0.1216423174882
87 -1.94311067168817 0.496277899694179 -1.16924822413548
87 0.472214344583476 -1.68131549270479 0.819226383576151
88 2.61916991460272 -0.7869467779695 -0.951820583133214
88 -0.0645245479213339 0.301849918229985 -0.821363998531855
88 -0.69071992251028 1.07956184408676 1.01688787539639
89 -0.511806958342009 -0.514747603919629 0.143224081550925
90 -0.601263440426145 1.31287542184379 0.408090480590051
90 1.27732268334069 -1.17580274089789 -0.686954184094087
91 -0.243437512089604 1.04067624779392 1.39639793969126
91 0.919496755004153 2.05170175140773 1.49127545576498
91 0.830040272920017 0.807362670036889 0.43180985960848
91 2.08243102209791 -1.83685787787615 -0.837176917877473
92 -0.601263440426145 0.0685363404729525 -0.260005361762368
