"school" "on1" "on2" "on3" "att1" "att2" "att3" "read1" "read2" "read3"
1 -0.538798909692975 -0.875544180620328 -0.28426562952865 -1.59600378966559 -1.25699429031918 -1.88900646689368 0.310616814215669 -0.378799773799056 -1.19221113955686
1 -1.02639756775438 -1.48662604366972 -0.28426562952865 -1.26578493450433 -0.638810322251977 -0.975216963088952 -0.522326695483719 -1.2452102377155 0.279636632685012
1 -2.00159488387719 -0.264462317570934 -0.987340087027909 1.37596590678581 0.90664959791603 1.76615154832523 1.14356032391506 1.15408027774543 0.868375741581761
2 0.436398406429834 0.346619545478459 -0.28426562952865 -1.59600378966559 -0.947902306285578 -0.518322211186588 -2.18821371488249 -1.57844503152952 -1.33939591678105
2 -1.51399622581578 -1.48662604366972 -0.28426562952865 1.37596590678581 0.90664959791603 0.852362044520505 -1.35527020518311 -1.31185719647831 -1.78095024845361
3 -1.02639756775438 0.957701408527852 0.418808827970609 0.0550904861407415 -0.020626354184774 0.395467292618141 1.14356032391506 -0.112211938747841 0.132451855460824
3 -0.538798909692975 -0.264462317570934 0.418808827970609 1.37596590678581 1.83392555001683 0.852362044520505 0.727088569065359 0.887492442694213 0.721190964357574
3 0.923997064491239 0.346619545478459 0.418808827970609 -1.59600378966559 -1.87517825838638 -1.88900646689368 0.727088569065359 0.820845483931409 -0.309102476211738
4 -1.02639756775438 -0.875544180620328 -0.28426562952865 1.04574705162454 -0.020626354184774 0.852362044520505 0.727088569065367 0.487610690117391 1.30993007325432
4 -1.02639756775438 -0.875544180620328 -0.987340087027909 0.385309341302009 0.90664959791603 0.852362044520505 -0.522326695483714 -0.312152815036252 -0.603472030660112
4 -0.538798909692975 -0.875544180620328 -0.987340087027909 -1.59600378966559 -0.638810322251977 -0.518322211186588 -1.3552702051831 -0.978622402664288 -1.78095024845361
5 0.923997064491239 0.346619545478459 0.418808827970609 1.37596590678581 0.597557613882429 1.30925679642287 1.14356032391506 1.48731507155944 0.868375741581761
6 0.436398406429834 -0.264462317570934 -0.28426562952865 1.04574705162454 0.288465629848827 1.76615154832523 -0.105854940634024 -0.378799773799056 0.279636632685012
6 -0.538798909692975 -0.264462317570934 -0.28426562952865 -0.275128369020526 -0.638810322251977 -0.975216963088952 0.310616814215665 0.620904607642998 -0.16191769898755
6 -0.538798909692975 -0.875544180620328 -0.987340087027909 -0.93556607934306 -0.638810322251977 -1.43211171499132 -0.522326695483719 -0.378799773799056 -0.897841585108487
6 -2.00159488387719 -0.875544180620328 -1.69041454452717 0.385309341302009 -0.329718338218375 -0.518322211186588 -0.522326695483717 -0.778681526375877 -0.0147329217633631
7 2.38679303867545 1.56878327157725 1.82495774296913 0.715528196463276 0.90664959791603 0.852362044520505 -0.105854940634024 -0.978622402664288 -1.33939591678105
7 -0.0512002516315702 -0.875544180620328 -0.28426562952865 -1.92622264482686 -1.87517825838638 -0.0614274592842234 0.310616814215669 0.620904607642998 0.279636632685012
7 0.923997064491239 0.346619545478459 0.418808827970609 0.715528196463276 0.597557613882429 -0.0614274592842234 0.310616814215665 0.487610690117391 0.721190964357574
8 0.436398406429834 0.346619545478459 -0.28426562952865 -0.93556607934306 -0.947902306285578 -1.88900646689368 -0.105854940634029 -0.978622402664288 -0.603472030660112
8 0.436398406429834 -0.875544180620328 0.418808827970609 -1.59600378966559 -1.87517825838638 -1.43211171499132 0.310616814215665 0.154375896303373 -0.16191769898755
9 0.923997064491239 2.17986513462664 1.12188328546987 -0.275128369020526 -0.020626354184774 0.395467292618141 1.14356032391506 1.15408027774543 0.721190964357574
9 0.923997064491239 -0.264462317570934 0.418808827970609 -0.605347224181793 -0.947902306285578 -0.518322211186588 -0.522326695483719 0.28766981382898 -0.603472030660112
9 0.923997064491239 0.346619545478459 -0.987340087027909 1.70618476194708 1.83392555001683 2.2230463002276 1.14356032391506 1.22072723650823 0.721190964357574
9 0.436398406429834 0.346619545478459 0.418808827970609 0.0550904861407415 0.597557613882429 -0.0614274592842234 1.14356032391506 0.28766981382898 0.279636632685012
10 -1.02639756775438 0.346619545478459 -1.69041454452717 -0.275128369020526 -0.638810322251977 -0.518322211186588 -0.938798450333412 -0.0455649799850376 -0.897841585108487
10 -0.0512002516315702 -2.09770790671911 0.418808827970609 -1.92622264482686 -0.638810322251977 -0.975216963088952 0.727088569065359 0.887492442694213 0.279636632685012
10 -0.538798909692975 -1.48662604366972 -1.69041454452717 -0.605347224181793 -0.947902306285578 -0.0614274592842234 0.310616814215665 -0.978622402664288 -0.7506568078843
11 0.923997064491239 0.346619545478459 1.12188328546987 1.37596590678581 0.90664959791603 1.76615154832523 1.14356032391506 0.820845483931409 1.30993007325432
11 0.923997064491239 2.79094699767603 1.12188328546987 0.385309341302009 0.597557613882429 0.852362044520505 0.727088569065367 0.28766981382898 -0.16191769898755
11 0.923997064491239 -0.875544180620328 1.12188328546987 1.37596590678581 0.90664959791603 2.2230463002276 0.727088569065367 0.554257648880195 0.721190964357574
12 0.436398406429834 1.56878327157725 -0.28426562952865 0.715528196463276 0.597557613882429 0.395467292618141 0.310616814215669 0.154375896303373 0.868375741581761
12 1.41159572255264 1.56878327157725 1.12188328546987 1.37596590678581 1.52483356598323 1.30925679642287 0.727088569065367 1.48731507155944 0.868375741581761
13 -1.02639756775438 -0.264462317570934 0.418808827970609 0.0550904861407415 -0.020626354184774 0.395467292618141 0.310616814215673 0.28766981382898 -0.16191769898755
13 -0.0512002516315702 0.346619545478459 -0.28426562952865 1.37596590678581 1.21574158194963 1.30925679642287 0.727088569065367 0.554257648880195 -0.7506568078843
14 -2.00159488387719 -0.875544180620328 -2.39348900202643 -1.59600378966559 -1.87517825838638 -0.0614274592842234 -1.35527020518311 -1.04526936142709 -1.19221113955686
15 -0.0512002516315702 -0.264462317570934 -0.28426562952865 0.715528196463276 0.90664959791603 0.852362044520505 0.727088569065367 1.48731507155944 1.75148440492689
