163,22,40,33,34,8,36,12,1,1,1,0,0,22
164,24,39,33,37,8,28,12,1,0,0,0,0,20
165,18,34,28,36,8,31,13,1,0,0,1,0,24
166,27,51,46,44,19,44,12,1,0,0,0,1,19
167,24,38,36,35,9,36,11,1,0,0,1,0,22
168,27,39,38,44,10,40,10,1,0,0,0,1,24
169,24,41,33,38,8,32,12,1,1,1,0,1,22
170,21,48,42,37,12,46,12,0,1,0,0,1,18
171,33,55,48,47,15,50,12,1,0,0,0,1,21
172,24,37,35,42,13,32,12,1,0,0,0,0,20
173,20,47,34,41,10,35,12,1,1,1,0,0,19
174,18,21,20,34,7,18,9,0,0,0,0,0,23
175,17,19,19,32,8,16,12,1,0,1,1,0,19
176,24,44,44,37,8,41,10,0,1,0,0,1,20
177,23,32,23,37,9,28,12,0,0,0,1,0,19
178,27,46,41,43,8,39,13,0,1,0,0,0,22
179,15,30,28,35,7,28,12,0,1,1,0,0,19
180,22,46,40,40,8,43,12,1,1,0,0,0,19
181,19,27,26,33,14,21,8,99999,99999,99999,0,0,16
182,27,47,37,41,14,38,12,0,0,0,0,0,21
183,25,39,30,42,15,36,9,99999,0,0,0,0,17
184,26,42,37,41,14,39,10,1,1,0,0,0,18
185,15,33,27,28,7,30,10,1,1,1,0,0,18
186,17,41,35,33,8,38,10,0,1,0,1,0,20
187,15,35,29,27,7,32,10,0,0,0,0,1,18
188,25,48,43,40,11,45,11,0,0,0,0,1,18
189,26,41,36,34,12,39,10,1,1,1,0,0,18
190,18,48,44,34,10,41,9,1,0,0,0,0,20
191,30,37,30,38,8,39,12,0,0,0,0,1,21
192,25,36,32,44,11,36,10,1,0,0,0,1,17
193,26,41,33,45,17,39,12,1,0,0,0,0,21
194,21,38,36,31,7,40,12,0,1,0,0,1,19
195,29,37,29,45,15,28,13,1,0,0,0,0,20
196,17,41,34,33,8,33,10,0,0,0,0,1,19
197,13,43,39,29,7,38,8,0,0,0,0,0,17
198,23,42,36,37,10,43,12,1,1,0,0,0,18
199,19,35,26,37,11,31,12,1,0,0,1,0,22
200,19,45,43,33,11,40,8,99999,99999,99999,0,1,18
201,22,39,33,36,8,40,12,1,1,1,0,0,20
202,32,46,36,51,13,41,12,1,0,0,0,1,20
203,20,42,33,32,8,36,9,0,0,0,0,1,19
204,17,42,37,30,7,43,9,0,1,0,0,0,18
205,23,45,45,38,10,45,10,0,0,0,0,0,18
206,28,49,39,48,9,41,12,1,1,0,0,0,20
207,21,31,26,33,8,24,13,1,0,0,1,0,20
208,24,35,29,37,10,28,11,1,0,1,0,1,20
209,28,47,39,43,14,43,11,0,0,0,0,0,19
210,22,49,41,42,8,44,12,0,0,0,0,0,19
211,22,50,40,33,9,47,12,1,1,0,0,0,18
212,30,42,39,50,13,38,13,0,0,0,0,0,25
213,26,48,42,41,9,43,12,1,0,0,0,1,20
214,25,42,37,37,7,36,9,1,0,0,0,0,18
215,28,46,42,45,14,44,12,0,0,0,0,0,19
216,23,50,42,39,7,41,13,1,0,0,0,1,23
217,28,39,34,42,10,33,11,0,0,0,0,1,22
218,18,41,29,32,8,34,11,1,0,0,1,1,18
219,18,36,34,34,7,29,9,1,0,0,1,1,19
220,26,45,36,49,12,39,11,0,0,0,0,0,22
221,26,37,32,47,10,32,99999,1,0,0,0,0,23
222,22,28,25,34,8,22,12,1,0,0,1,1,20
223,26,46,42,49,18,39,11,1,1,0,0,0,23
224,16,31,27,29,7,27,10,0,1,0,0,0,18
225,19,34,29,34,7,33,12,1,1,0,0,0,18
226,24,43,38,39,12,40,11,0,0,0,0,0,18
227,24,49,44,37,10,46,12,1,1,0,0,0,23
228,24,44,36,33,8,39,10,0,0,0,0,1,18
229,23,38,34,37,14,37,12,1,1,0,0,0,20
230,23,40,33,37,12,34,11,1,1,0,0,0,20
231,24,47,41,38,11,39,10,0,1,0,0,1,20
232,20,32,25,34,8,27,12,1,1,1,0,0,18
233,20,47,42,39,9,44,10,1,1,1,0,0,19
234,21,48,41,37,8,36,8,1,0,0,0,0,17
235,18,43,45,34,8,39,13,1,0,0,0,0,19
236,20,45,38,37,9,37,10,1,1,1,0,0,18
237,26,42,35,40,11,37,11,1,1,0,0,0,18
238,22,40,42,40,10,41,12,1,0,0,0,0,20
239,34,51,45,50,17,44,12,1,0,0,0,0,21
240,27,53,43,48,17,48,12,0,0,0,0,1,18
241,24,40,29,42,12,30,9,0,1,0,1,0,19
242,20,48,41,35,8,41,10,1,0,0,0,1,20
243,18,36,33,34,11,30,11,0,0,0,0,0,19
244,19,43,36,34,9,38,9,0,0,0,0,1,19
245,14,36,28,26,7,31,9,1,1,0,0,1,18
246,17,32,25,32,7,24,11,1,0,0,0,1,18
247,35,49,41,53,19,43,12,1,1,0,0,0,20
248,25,40,35,41,15,38,12,0,0,0,0,0,22
249,23,40,33,35,10,36,10,1,1,0,0,1,18
250,18,34,26,30,10,29,10,1,1,1,0,0,18
251,21,30,23,31,8,26,12,1,1,0,0,0,20
252,18,33,33,31,8,31,9,1,1,0,0,1,18
253,15,40,32,34,10,35,12,1,0,0,0,0,19
254,23,48,39,35,8,37,10,0,1,0,0,0,18
255,22,53,50,43,11,48,12,0,0,0,0,1,19
256,21,36,25,34,10,29,9,1,1,1,0,0,17
257,22,40,35,41,9,35,11,0,0,0,0,0,20
258,24,48,44,37,9,45,11,0,0,0,0,0,18
259,25,51,45,38,10,44,13,0,0,0,0,0,25
260,21,36,33,31,7,34,10,1,1,1,0,1,18
261,21,41,32,33,11,37,11,1,1,1,0,0,21
262,25,51,47,42,17,43,12,0,1,0,0,0,19
263,32,52,44,51,16,46,13,0,0,0,0,0,21
264,24,49,42,43,10,42,12,0,0,0,0,0,23
265,27,39,36,43,14,33,12,1,1,0,0,0,20
266,23,38,31,34,12,31,11,1,1,1,0,0,19
267,21,34,29,33,8,31,12,1,1,0,1,1,19
268,21,55,47,32,8,44,12,0,0,0,1,0,19
269,24,43,36,41,8,39,12,1,0,0,0,1,20
270,32,46,41,45,15,41,12,0,0,0,0,0,20
271,26,42,30,45,14,35,10,0,0,0,0,0,23
272,19,37,27,34,11,31,12,0,0,0,0,0,20
273,29,44,42,42,13,44,11,0,0,0,0,0,19
274,27,55,48,45,16,49,12,0,1,0,0,1,22
275,20,27,26,33,7,22,9,1,0,0,0,1,17
276,18,41,31,30,8,32,9,1,1,0,0,1,22
277,19,49,41,33,13,39,12,1,1,0,0,0,20
278,19,40,36,37,11,39,9,0,1,1,1,0,18
279,32,53,45,47,8,47,11,0,0,0,0,1,22
280,23,40,38,38,12,38,13,0,0,0,0,0,20
282,20,40,35,35,8,39,11,0,1,0,0,0,20
283,20,41,37,29,7,24,10,0,0,0,0,0,19
284,20,35,29,33,10,28,11,0,1,0,0,0,18
285,27,41,36,40,9,32,11,0,1,0,1,0,21
286,29,50,37,43,17,40,12,1,1,0,0,0,25
287,29,49,47,44,15,43,11,0,1,0,0,0,20
288,23,37,31,31,13,33,9,1,1,0,0,0,19
289,17,38,37,36,7,36,10,1,1,0,0,0,18
290,24,44,37,41,11,40,12,1,0,0,1,1,20
291,20,36,30,34,8,35,10,0,0,0,0,0,20
292,23,39,38,35,11,41,10,1,1,0,0,1,17
293,23,47,45,41,8,45,12,0,0,0,1,1,20
294,22,36,29,40,10,29,12,0,0,0,1,0,20
295,21,26,22,33,7,23,10,0,1,0,1,0,18
296,21,37,33,39,12,29,99999,99999,99999,99999,99999,0,19
297,23,46,37,38,11,38,10,0,0,0,0,0,18
298,31,54,47,53,17,49,12,1,0,0,0,1,21
299,20,47,41,36,12,38,10,1,1,1,0,1,18
300,23,48,41,43,15,44,10,0,0,0,0,0,21
301,21,46,43,34,8,41,9,1,0,0,0,1,18
302,23,45,46,34,9,44,11,0,1,0,0,1,18
303,22,36,35,39,11,31,10,0,1,0,0,1,17
304,21,42,41,35,10,37,11,1,1,0,0,0,20
305,27,49,42,38,10,42,12,0,1,0,0,0,20
306,21,42,37,35,9,38,12,0,1,0,0,0,20
307,18,24,25,27,7,22,9,0,0,0,0,1,18
308,19,49,44,34,12,42,11,0,1,0,0,0,18
309,22,43,37,33,9,39,11,0,0,0,0,0,17
310,25,43,36,40,15,40,12,0,0,0,0,0,20
311,33,45,43,43,16,36,13,0,1,1,0,0,23
312,29,51,41,45,14,43,12,1,0,0,0,0,21
313,22,37,40,43,6,36,12,1,0,0,1,0,20
314,26,54,44,39,12,47,13,1,0,0,0,0,19
315,16,41,38,32,6,38,11,1,1,0,0,0,18
316,26,42,40,45,12,39,12,1,1,0,0,0,19
317,29,41,38,40,14,41,12,1,1,1,1,0,18
318,25,50,43,42,15,45,13,1,1,0,0,0,20
319,20,30,26,28,10,26,12,0,1,1,0,0,19
320,27,39,32,41,12,34,10,1,0,0,0,0,21
321,24,33,29,35,12,31,12,0,1,0,0,0,21
322,27,34,27,43,11,30,12,1,1,0,1,0,20
323,25,41,36,40,13,39,9,1,0,0,0,0,23
324,14,32,22,25,7,26,9,0,1,0,0,1,18
325,26,35,41,46,13,35,11,0,0,1,0,0,23
326,31,54,52,54,18,52,12,1,0,0,0,1,23
327,26,47,39,43,14,40,11,1,1,0,0,0,18
328,24,36,34,43,11,37,12,0,0,0,0,0,25
329,26,47,41,42,13,43,12,0,0,0,0,0,19
330,28,40,34,45,8,39,12,0,0,0,0,0,19
331,22,52,42,40,10,43,12,1,1,0,0,1,18
332,20,39,38,35,9,39,9,1,1,1,0,0,18
333,16,35,34,26,8,37,11,1,1,0,0,0,17
334,16,27,23,31,7,30,10,1,1,0,0,0,18
335,20,31,26,30,8,25,11,1,1,0,0,0,18
