41 62 1 15 10 3 3 3 3 5 2 4 5 2 4 4 2 2 3 3 2 4 2 4 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 4 2 4 4 4
42 148 1 13 8 3 3 5 4 5 4 4 5 5 5 4 4 4 2 2 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2
43 111 1 11 6 1 1 1 1 2 5 4 1 4 1 1 1 5 4 5 5 5 5 5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1
44 181 1 16 10 4 4 3 2 4 5 5 5 5 5 4 5 5 2 2 3 2 3 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1
45 154 0 12 7 4 5 5 5 5 5 5 5 5 4 5 5 5 3 3 1 1 1 2 4 5 1 5 1 1 4 1 3 3 3 1 3 1 1 1 1 1 1 1 1 1 1
46 3 1 14 7 3 4 5 5 5 4 4 5 5 4 4 5 5 3 3 1 3 3 1 2 2 1 3 1 1 2 1 1 2 2 1 1 1 1 1 1 1 1 1 2 2 1
47 132 0 12 6 2 4 1 4 3 1 5 1 5 5 5 5 5 3 3 1 3 3 3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
48 185 0 13 8 5 1 5 1 5 5 5 5 5 5 5 5 5 1 5 5 1 1 5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
49 44 0 13 7 3 2 5 2 4 4 5 5 4 4 3 1 5 1 2 1 2 1 3 2 1 3 1 1 1 1 1 1 2 2 1 2 2 1 2 1 1 1 1 1 1 1
50 205 1 16 10 1 1 1 2 3 1 2 1 3 3 4 1 3 3 4 3 4 5 5 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2
51 225 1 13 7 5 5 5 4 5 5 4 5 5 4 5 5 5 3 3 1 2 2 1 1 1 1 2 1 1 5 1 1 5 4 1 4 1 1 2 1 1 3 1 1 1 3
52 63 1 13 7 5 4 5 5 5 1 1 5 5 5 5 5 1 4 5 1 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
53 148 0 14 8 5 5 5 5 5 5 5 5 1 1 5 2 1 4 4 3 1 1 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 4 3 4
54 189 0 11 6 -999 -999 -999 -999 -999 2 4 5 5 4 4 2 5 3 2 1 3 1 2 5 5 2 2 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1
55 77 0 13 8 5 1 5 1 5 4 4 5 5 4 5 5 5 1 1 1 3 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2
56 40 0 15 9 4 4 5 4 5 2 5 5 4 5 5 3 3 2 2 1 4 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1
57 21 1 13 7 3 4 2 3 2 5 4 5 4 5 3 5 5 3 3 1 4 5 4 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1
58 46 1 13 7 3 3 5 4 5 5 5 5 5 5 1 5 5 3 -999 1 3 4 1 1 1 1 2 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1
59 97 1 12 7 5 5 5 5 5 4 5 4 4 5 4 5 5 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
60 227 1 13 7 5 5 5 5 5 4 4 5 5 5 5 5 5 1 1 1 1 3 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 2
61 158 1 11 6 -999 -999 -999 -999 -999 2 4 5 5 5 4 4 5 1 2 1 2 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
62 14 1 15 8 3 3 3 3 3 1 1 1 2 2 2 1 4 4 4 5 5 5 3 5 5 1 2 1 1 5 1 1 2 2 1 -999 1 1 1 1 1 1 1 1 1 1
63 104 0 14 9 5 5 5 4 4 5 5 2 3 3 2 2 2 2 3 2 4 4 4 5 4 3 2 4 3 4 3 3 4 4 4 1 1 1 4 1 1 4 4 2 3 3
64 30 1 12 7 2 2 2 2 3 4 3 5 4 1 3 2 5 3 4 2 4 5 3 2 4 2 3 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1
65 40 0 14 9 4 4 5 4 5 4 4 4 4 4 4 5 4 2 2 2 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
66 66 1 14 8 3 3 4 2 3 1 2 1 1 1 1 1 1 4 4 3 3 5 5 1 1 1 2 1 1 5 1 1 1 1 1 1 1 1 2 1 1 3 3 3 3 3
67 65 1 12 6 -999 -999 -999 -999 -999 2 2 5 5 4 5 5 5 2 3 1 2 1 2 2 5 1 5 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
68 58 0 13 7 3 4 5 3 5 4 4 2 4 4 3 4 4 3 3 2 1 3 3 4 3 1 1 1 1 3 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 2
69 101 1 14 8 4 4 4 4 4 4 5 5 5 5 5 5 5 2 3 2 3 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
70 124 1 11 6 -999 -999 -999 -999 -999 3 2 4 2 2 5 3 5 4 3 4 3 5 3 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 -999 1 1 4 1 1 1
71 192 0 11 6 -999 -999 -999 -999 -999 3 3 5 5 2 3 2 5 3 4 3 3 2 4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
72 209 0 13 8 4 4 5 3 5 5 4 3 4 5 2 4 4 1 3 2 2 2 5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1
73 14 0 13 7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
74 179 1 14 9 2 3 4 4 2 4 2 4 3 5 2 5 5 3 3 1 4 2 3 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1
75 145 0 14 9 3 4 5 1 5 5 4 3 5 5 4 5 3 1 2 1 1 3 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 -999 -999 -999 -999 -999
76 107 1 16 10 3 2 5 3 5 1 2 1 2 2 2 1 2 2 3 2 2 3 3 1 3 1 3 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1
77 84 1 15 9 3 3 2 2 3 2 4 5 4 4 3 4 5 3 2 3 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 4 1 2 4 2
78 106 0 13 6 -999 -999 -999 -999 -999 4 5 5 5 5 4 5 5 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
79 1 0 14 9 3 3 4 3 4 5 4 5 5 3 5 5 5 1 3 1 4 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 3 2 4
80 209 1 13 7 5 5 5 5 5 4 5 2 -999 5 5 4 3 3 4 3 3 4 4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
81 176 1 12 6 4 4 5 5 5 4 4 4 5 5 4 5 4 3 2 1 3 5 1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1
82 21 1 13 8 3 4 4 4 5 3 4 1 1 -999 1 3 4 3 4 5 4 4 5 1 4 2 4 2 4 3 5 1 4 1 3 4 1 4 5 5 1 2 1 3 4 3
83 208 0 14 8 3 4 5 4 4 4 4 4 3 3 4 5 4 3 4 2 1 2 3 2 1 1 4 1 2 1 2 1 1 1 1 2 -999 2 1 1 1 1 1 1 1 1
84 209 1 13 7 2 3 5 4 4 2 2 3 1 5 1 1 1 4 4 5 5 4 5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
85 226 1 15 10 3 3 3 3 3 4 5 5 3 4 4 2 5 4 2 4 4 3 1 2 1 1 2 1 1 3 2 2 1 1 1 1 1 1 1 1 1 1 1 1 3 3
86 42 0 14 7 5 5 5 4 4 5 5 5 5 5 5 5 5 1 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1
87 128 0 14 9 5 2 5 2 5 1 3 5 3 1 3 3 3 3 3 5 4 3 4 1 2 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
88 116 1 15 9 5 5 3 3 3 5 3 5 5 5 5 5 5 1 3 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
89 180 0 11 6 3 3 2 3 3 4 5 4 5 5 5 5 4 2 1 1 2 2 3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1
90 76 0 -999 7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
91 91 1 16 10 2 2 5 4 5 5 5 5 5 4 2 5 5 1 3 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2
92 69 0 -999 10 5 1 5 1 5 2 4 3 5 5 4 5 5 2 2 1 1 1 2 2 2 2 2 2 2 2 1 1 2 2 2 1 1 1 1 1 1 1 2 2 2 1
93 39 0 12 6 3 3 5 5 5 4 4 5 2 3 2 1 5 4 4 4 1 1 1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 2 3 1 1 1
94 127 0 14 8 2 2 5 2 2 5 5 5 3 4 3 5 5 3 2 1 2 1 1 5 5 4 4 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1
95 181 0 16 10 2 2 3 2 3 2 1 3 1 4 2 1 3 4 3 5 5 4 2 2 1 1 2 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1
96 28 1 15 9 5 4 4 4 5 5 5 4 5 5 4 5 5 2 2 1 2 2 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
97 214 0 12 7 5 5 5 5 5 5 5 5 5 5 4 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
98 50 0 13 7 3 3 4 4 5 4 3 3 5 5 5 3 2 2 2 1 1 3 2 1 1 1 1 1 1 2 1 1 2 2 1 1 1 1 1 1 1 1 1 1 2 2
99 217 1 13 7 2 1 1 1 1 5 5 1 1 5 5 5 5 1 2 1 5 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
100 60 1 15 8 5 5 5 5 5 2 3 2 5 2 2 5 3 1 4 1 4 1 1 4 3 1 5 4 4 4 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
101 75 0 16 10 4 4 5 4 5 5 5 5 5 5 5 5 5 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
102 27 1 14 6 -999 -999 -999 -999 -999 1 3 5 2 3 3 5 3 3 3 4 2 2 2 2 4 1 3 1 1 1 2 3 2 1 -999 1 1 2 3 2 1 1 1 1 1 1
103 209 0 12 7 3 4 4 3 4 2 2 3 3 2 2 1 2 3 5 3 4 4 4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
104 154 0 12 7 3 3 5 4 5 5 5 5 5 5 5 5 5 2 2 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 -999 1
105 118 1 13 7 4 4 2 2 4 5 5 5 5 4 1 3 5 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 -999 1 2
106 121 0 17 9 5 5 5 5 5 5 5 5 5 1 2 5 5 3 5 1 1 5 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
107 113 1 13 7 5 4 2 4 5 5 2 5 5 2 5 5 5 2 3 1 5 3 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
108 125 1 13 7 3 3 4 3 5 3 4 5 5 4 3 4 3 2 1 1 2 4 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
109 221 0 13 7 3 4 5 4 5 5 5 5 5 3 3 4 5 2 3 1 1 2 2 4 1 4 4 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 2 2 1 3
110 206 1 14 8 3 3 5 4 5 4 4 4 2 1 2 5 5 3 4 3 4 2 5 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2
111 53 1 16 10 3 3 2 3 2 3 3 4 4 4 3 1 5 1 4 1 2 3 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 2 2 2
112 74 0 14 9 5 4 5 4 5 5 5 5 5 5 5 5 5 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1
113 166 0 15 9 4 4 4 4 4 5 3 4 5 5 5 3 3 1 3 3 1 3 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
114 160 1 14 8 2 1 2 2 4 1 2 2 1 4 2 1 1 4 3 2 4 5 4 4 4 4 1 3 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
115 2 1 -999 6 -999 -999 -999 -999 -999 5 4 4 4 4 3 5 5 3 2 1 2 1 2 3 4 3 4 4 3 3 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1
116 159 0 13 7 3 3 5 4 5 4 5 5 5 5 4 4 5 2 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
117 137 1 13 6 -999 -999 -999 -999 -999 4 2 3 5 1 3 2 4 2 4 2 5 4 2 2 3 5 1 3 4 5 1 1 3 4 2 5 4 3 5 4 2 1 1 1 1 1
118 153 0 13 7 2 2 5 2 4 4 4 5 5 1 2 2 5 1 4 2 1 3 3 1 1 1 2 1 1 1 1 1 5 5 1 5 3 1 5 1 1 1 2 1 1 2
119 104 0 15 10 4 3 5 3 5 5 4 4 4 4 4 5 5 1 3 1 3 2 3 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 3 3 1 -999 3
120 11 0 13 7 3 2 3 2 3 4 5 5 5 4 3 4 3 2 2 3 3 -999 2 5 2 4 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
121 48 0 16 10 4 4 4 4 5 5 4 5 5 4 5 2 5 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 4 1 2 1 2 1 2 1 1 3 1 1 1 1
122 150 1 15 8 3 4 3 3 3 5 4 5 4 4 4 2 5 3 3 2 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 2
123 109 0 11 6 -999 -999 -999 -999 -999 5 5 5 5 4 3 4 5 2 3 1 2 3 2 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
124 207 0 12 6 -999 -999 -999 -999 -999 5 5 5 5 5 2 5 5 3 1 5 1 3 1 1 1 1 1 1 1 1 1 1 3 5 1 1 1 1 1 1 1 1 1 1 1 1
125 223 1 11 6 -999 -999 -999 -999 -999 5 4 5 5 5 5 5 5 1 1 1 1 1 1 2 3 2 2 2 2 3 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1
126 175 1 14 9 1 2 1 1 2 4 3 3 2 3 3 4 4 2 3 2 4 2 2 1 1 1 1 1 1 1 1 1 2 3 1 2 1 1 1 1 1 1 1 1 4 2
127 227 1 13 7 4 4 4 3 5 1 5 1 1 5 4 5 2 2 2 3 1 1 5 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1
128 74 1 14 9 3 3 4 3 5 2 4 4 3 1 5 5 5 4 5 1 3 1 4 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
129 53 1 15 9 3 4 5 4 4 3 3 3 3 2 5 5 3 2 3 1 3 1 3 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 3 2 3 3
130 159 1 12 7 5 5 5 5 5 4 4 5 5 2 5 5 5 3 3 1 3 1 1 1 3 1 2 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1
131 93 1 13 6 -999 -999 -999 -999 -999 5 5 5 5 5 5 5 5 1 3 3 1 2 3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
132 18 1 13 7 1 5 4 5 4 5 4 3 5 5 5 2 5 3 3 1 3 3 3 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 3 2 1 3 3
133 101 1 14 8 1 1 2 1 2 5 4 5 2 1 4 5 5 3 2 1 4 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1
134 41 1 16 10 2 2 4 3 3 4 2 5 2 3 2 4 2 5 3 2 3 2 4 5 1 1 4 1 1 1 5 1 2 1 1 2 1 1 1 2 2 1 2 3 3 3
135 111 0 14 8 5 5 5 5 5 4 4 3 2 3 3 3 3 3 4 1 2 3 4 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1
136 166 1 16 10 5 4 4 5 4 5 4 1 5 5 4 5 5 2 3 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 1
137 38 0 12 7 2 1 4 4 4 5 4 5 5 1 4 5 5 3 4 5 1 3 2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 2 1 1 2 1
138 21 0 12 7 3 3 3 3 3 5 4 4 5 2 2 1 4 1 3 2 3 5 5 4 1 1 2 2 1 2 1 1 2 1 1 1 1 1 1 2 2 1 1 2 3 2
139 16 1 16 10 1 2 1 2 2 3 4 3 5 4 5 5 5 3 3 1 1 2 3 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
140 89 1 13 8 2 2 3 2 5 2 4 4 3 3 5 5 5 2 2 2 3 3 3 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 2 2 2
141 205 1 16 10 1 1 3 2 2 1 3 1 2 2 3 3 2 4 3 3 3 4 4 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
142 222 0 12 6 5 5 5 5 5 5 5 5 5 5 5 5 5 1 1 1 1 1 4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1
