 3.5000 4.0000 4.0000 4.0000 4.0000 4.0000 1.0000 1.0000 1.5000 4.0000 4.0000 4.0000 1.0000 1.0000 1.0000 1 0 1 0
 2.5000 3.1667 3.0000 3.2123 2.0000 3.0000 1.8333 2.6667 1.8333 3.0000 3.5000 2.5000 1.5000 1.6858 1.5000 1 0 0 0
 1.8333 2.0000 1.5000 3.0000 3.0000 2.0000 1.0000 1.0000 1.0000 3.0184 2.5000 3.0000 1.0000 1.0000 1.0000 1 0 0 0
 2.7714 3.0602 2.3639 3.1337 4.0000 3.0000 1.0774 1.1667 1.0000 3.0000 2.5000 3.0000 2.5000 2.5000 1.5000 1 0 0 0
 3.1667 3.3333 2.8333 3.5000 4.0000 4.0000 1.8333 2.0000 1.8333 3.7804 3.5000 3.0000 2.5000 2.0000 3.0000 1 0 0 0
 2.3333 2.8333 2.3333 3.0000 2.5000 3.0000 3.0588 2.4125 2.6667 4.0000 3.0000 3.0000 2.0000 1.5000 2.0000 1 0 0 0
 2.0000 1.5000 2.0000 2.5000 3.5000 4.0000 1.3333 1.5000 1.1667 3.0000 2.5000 3.0000 1.0000 1.0000 1.0000 1 0 0 0
 1.6667 1.8333 2.0000 2.5000 3.0000 2.0000 1.8333 1.5000 1.8333 2.5000 2.0000 2.5000 1.0000 1.5000 1.0000 1 0 0 0
 2.7556 2.7292 2.8670 2.4765 2.0000 3.0000 2.5853 2.7535 2.1667 4.0000 3.0000 3.5000 2.0000 2.0000 2.3785 1 0 0 0
 2.3333 2.6667 2.5000 3.5000 3.5000 3.0000 1.4031 1.1667 1.1667 3.0000 3.0000 3.0000 2.5000 2.0000 1.5000 1 0 0 0
 3.1667 3.3333 3.3333 4.0000 4.0000 4.0000 1.5000 1.3333 1.5000 3.5000 2.5000 3.0000 2.5000 2.5000 1.5000 1 0 0 0
 2.3070 2.5345 2.4232 3.0802 2.3024 2.7283 1.8963 1.8333 1.7223 2.6715 3.5640 3.5853 1.4925 2.6604 1.9361 1 0 1 0
 2.6697 2.7515 2.7522 2.1668 1.5000 2.7001 1.2398 1.0000 1.3738 3.0000 3.0000 3.0000 1.0000 1.0000 1.0000 1 0 0 0
 3.0015 3.0443 2.9265 2.0000 2.3875 2.0000 1.8333 1.9668 1.8333 3.0000 2.0000 2.5000 2.0000 3.0000 2.5000 1 0 0 0
 3.0000 3.0000 3.1667 3.0000 3.0000 2.5000 1.8333 1.8333 1.6667 3.9295 3.7342 3.7563 1.0721 1.0607 1.1214 1 0 1 0
 3.0131 3.0059 3.1065 2.5381 3.5000 1.0000 2.2866 2.5107 2.5000 2.5000 2.8329 3.3371 2.0050 1.4629 1.3398 1 0 0 0
 1.5000 1.5000 1.8333 2.5000 3.0000 2.0000 1.0000 1.0000 1.0000 2.0000 1.5000 1.5000 1.5000 2.0000 2.5000 1 0 0 0
 2.6667 2.5000 2.6667 4.0000 2.5000 4.0000 2.0345 1.5000 1.9770 3.0000 3.5000 3.0000 1.0000 1.0000 1.0000 1 0 0 0
 1.6667 2.0000 1.8333 2.5000 4.0000 2.5000 1.6667 1.5000 1.5000 3.5000 3.0000 2.5000 1.5000 1.0000 1.0000 1 0 0 0
 3.3138 3.4091 3.5493 2.5000 3.0294 3.1163 2.0231 1.8045 1.2167 3.0533 2.9840 2.9294 1.4976 1.5277 1.4134 1 0 1 0
 1.6667 1.6667 1.6667 2.5000 2.0000 2.0000 1.1667 1.3333 1.3333 2.0000 2.0000 2.0000 2.0000 2.0000 2.0000 1 0 0 0
 2.2119 2.1256 1.5000 2.0000 3.0000 3.5000 1.6667 2.5090 2.0000 1.8471 1.6074 1.5222 1.0000 1.0331 1.0695 1 0 0 1
 3.0564 3.0075 2.8717 2.9699 2.5000 2.6169 2.6391 2.8333 2.1453 4.0000 4.0000 4.0000 1.0000 1.0000 1.0000 1 0 0 0
 2.5000 2.6667 2.1667 2.5000 3.0000 3.0000 1.6667 2.3333 1.5000 2.0000 2.0000 2.0000 1.0000 1.0000 1.0000 1 0 0 0
 3.5000 3.6667 3.6667 3.5000 3.5000 2.0000 2.6667 3.5000 3.5000 4.0000 2.7575 4.0000 4.0000 3.2580 3.5000 1 1 0 0
 1.0000 1.0000 1.0000 4.0000 1.5000 4.0000 1.0000 1.1667 1.0000 4.0000 4.0000 3.0000 1.0000 1.0000 1.0000 1 0 1 0
 2.6667 2.8333 2.6667 3.0000 3.5000 4.0000 2.5000 3.0000 3.0898 3.5000 3.5000 3.5000 3.0000 3.0000 3.0000 1 0 0 0
 1.6667 1.8333 1.6667 1.5000 2.0000 1.5000 1.0000 1.0000 1.0000 2.0000 2.0000 2.0000 1.6618 1.0000 1.5000 1 0 0 0
 2.0000 2.1667 2.0000 3.5000 2.5000 2.0000 1.6667 2.0000 1.1667 2.5000 2.5000 3.0000 1.0000 1.0000 1.0000 1 0 1 0
 2.3172 2.3880 2.3873 2.1274 2.0000 2.0000 2.1548 2.5000 2.6667 3.0000 2.5000 2.5000 2.0000 2.0000 2.0000 1 0 0 0
 2.3333 2.5240 2.3333 4.0000 3.0000 2.5000 1.2734 1.3333 1.0000 4.0000 4.0000 4.0000 1.0000 1.0000 1.0000 1 0 0 0
 2.0000 2.3333 1.8333 2.0000 2.0000 2.0000 1.5000 2.1667 1.6667 2.5000 2.0000 2.0000 1.5000 1.5000 1.5000 1 0 0 0
 1.8333 2.3333 2.0000 4.0000 2.5000 3.0000 1.3333 2.0777 1.7436 3.5000 2.5000 2.5000 2.5000 2.5000 3.0000 1 0 0 0
 1.9933 2.4742 2.4373 3.5000 3.3226 3.0000 1.1667 1.3049 1.1667 2.5000 2.0000 3.0000 1.0000 1.0000 1.0000 1 0 0 0
 3.3333 3.3333 3.6667 2.5000 4.0000 4.0000 2.3333 3.5000 3.3333 4.0000 4.0000 4.0000 3.0000 2.6785 2.7422 1 0 0 0
 2.1798 2.4694 2.0224 3.1933 3.0000 3.0000 1.5842 1.6667 1.3333 2.5000 2.0000 2.5000 2.0000 2.0000 1.5000 1 0 0 0
 2.6667 2.6369 2.8333 3.0000 2.0000 3.4543 1.5000 2.8926 3.0000 2.0000 2.5000 2.2876 2.0000 2.0000 1.0000 1 0 1 0
 1.3333 1.8438 1.1667 3.0000 1.0000 1.0000 1.1667 1.0000 1.2362 3.1156 2.8924 3.0785 1.7520 1.4950 1.3645 1 0 0 0
 2.6608 2.6415 2.6808 3.5000 2.9168 3.5000 2.3333 2.3638 3.0000 3.5000 4.0000 4.0000 1.5000 1.0000 1.0000 1 0 0 0
 2.1667 2.1667 2.1667 2.0000 3.0000 3.5000 1.3333 1.0000 1.1667 3.1620 2.9232 3.1168 1.6027 1.5583 1.5816 1 0 0 0
 2.4063 2.5557 2.4394 2.9186 3.5000 2.5000 1.4681 1.6667 1.1667 2.5000 2.0000 2.0000 1.0000 1.0000 1.0000 1 0 0 0
 2.6667 2.5000 2.5000 2.5000 2.0000 3.5000 2.0000 2.8936 1.6667 3.0000 2.5000 3.0000 1.5000 1.5000 1.0000 1 0 0 0
 2.5636 2.0012 2.2874 2.0000 3.5000 2.5000 1.8947 1.6874 2.0000 3.1162 2.8676 3.1842 1.6470 1.6244 1.5175 1 0 0 0
 2.0591 2.2378 2.2385 4.0000 3.4707 3.5000 2.0000 1.8274 2.1667 4.0000 3.5000 4.0000 1.0000 1.0000 1.0000 1 0 0 0
 2.0000 1.8333 2.1667 3.0000 3.5000 3.0000 1.6667 1.8333 2.1667 2.5000 3.0000 3.5000 1.5000 1.0000 1.5000 1 0 0 0
 2.5177 2.7992 2.8846 2.5000 3.5000 3.4786 2.2674 2.0000 1.9290 4.0000 4.0000 4.0000 2.5000 2.2469 2.0000 1 0 1 0
 2.8333 3.0000 3.1667 3.7716 3.5000 4.0000 1.1667 1.1667 1.6667 3.5000 3.0000 3.5000 1.5000 1.0000 1.5000 1 0 0 0
 1.9554 2.0000 2.6734 2.0000 4.0000 2.5000 1.5000 1.0000 2.4239 2.0000 2.7385 2.5000 1.5000 1.0000 1.5000 1 0 0 0
 2.5464 2.5132 1.8952 2.0000 2.8519 2.5000 2.3333 2.3054 2.5000 3.5000 3.0000 2.0000 2.0000 1.5000 2.0000 1 0 0 0
 2.5732 2.9241 2.8285 3.0000 3.1148 2.5000 1.3333 1.5307 1.3333 4.0000 4.0000 4.0000 2.0000 1.5000 1.5000 1 0 0 0
 1.9563 2.1169 1.8852 2.0000 2.0000 2.3344 2.1667 2.3333 2.1044 2.0000 2.0000 1.5000 2.0000 1.5000 2.0000 1 0 0 0
